,0,1,2
986,987,"{'TAE': 11542.659841649816, 'RMSE': 1051.0251561457358, 'MAPE': 0.11970882084742221, 'AIC': np.float64(15001.433773400928), 'BIC': np.float64(15159.618155776068)}","2015-06-20    3855.839932
2015-06-21    -204.956419
2015-06-22    7293.461880
2015-06-23    6312.813529
2015-06-24    5644.259333
2015-06-25    5920.689970
2015-06-26    6291.895767
2015-06-27    4292.933561
2015-06-28       7.868816
2015-06-29    9697.087573
2015-06-30    8585.458667
2015-07-01    7885.349191
2015-07-02    8137.052209
2015-07-03    8482.202197
2015-07-04    4254.105822
2015-07-05     -11.137004
2015-07-06    7402.223366
2015-07-07    6302.520167
2015-07-08    5605.243432
2015-07-09    5859.194677
2015-07-10    6206.737077
2015-07-11    4257.618460
2015-07-12      -9.461500
2015-07-13    9687.204913
2015-07-14    8586.397858
2015-07-15    7888.858760
2015-07-16    8142.601894
2015-07-17    8489.922930
2015-07-18    4257.208049
2015-07-19      -9.701993
2015-07-20    7402.967823
2015-07-21    6302.262870
2015-07-22    5604.748038
2015-07-23    5858.510421
2015-07-24    6205.851933
2015-07-25    4257.160488
2015-07-26      -9.765272
2015-07-27    9686.965009
2015-07-28    8586.250612
2015-07-29    7888.733536
2015-07-30    8142.494139
2015-07-31    8489.833756
Freq: D, Name: predicted_mean, dtype: float64"
987,988,"{'TAE': 19227.181451243727, 'RMSE': 843.4721185236333, 'MAPE': 0.1379895675142421, 'AIC': np.float64(14115.766553797279), 'BIC': np.float64(14273.913919903816)}","2015-06-20    4120.045674
2015-06-21     -97.335521
2015-06-22    4786.190060
2015-06-23    4179.673300
2015-06-24    3916.853750
2015-06-25    4075.423935
2015-06-26    3791.138128
2015-06-27    4073.966787
2015-06-28    -103.324453
2015-06-29    5808.661197
2015-06-30    5164.611031
2015-07-01    4927.855736
2015-07-02    5047.215691
2015-07-03    4865.958012
2015-07-04    4068.358578
2015-07-05    -105.016529
2015-07-06    4789.320076
2015-07-07    4141.603507
2015-07-08    3907.394265
2015-07-09    4022.924021
2015-07-10    3851.730509
2015-07-11    4066.703693
2015-07-12    -106.288872
2015-07-13    5806.752839
2015-07-14    5158.678124
2015-07-15    4924.717589
2015-07-16    5039.873197
2015-07-17    4869.662790
2015-07-18    4065.434983
2015-07-19    -107.520214
2015-07-20    4786.919551
2015-07-21    4138.809850
2015-07-22    3904.873610
2015-07-23    4019.992669
2015-07-24    3849.878296
2015-07-25    4064.203996
2015-07-26    -108.747550
2015-07-27    5804.304238
2015-07-28    5156.191119
2015-07-29    4922.257253
2015-07-30    5037.372742
2015-07-31    4867.267750
Freq: D, Name: predicted_mean, dtype: float64"
988,989,"{'TAE': 1541.6960943164595, 'RMSE': 686.7491519952994, 'MAPE': 0.08555489133063211, 'AIC': np.float64(11304.163333336626), 'BIC': np.float64(11462.347715711767)}","2015-06-20    3700.569201
2015-06-21     132.013216
2015-06-22    5848.588731
2015-06-23    4832.411496
2015-06-24    4688.848918
2015-06-25    4594.255109
2015-06-26    4854.129235
2015-06-27    3711.756785
2015-06-28     126.488281
2015-06-29    7204.172593
2015-06-30    6351.307957
2015-07-01    6111.195776
2015-07-02    6021.524272
2015-07-03    6265.901962
2015-07-04    3713.386603
2015-07-05     129.126315
2015-07-06    5786.288437
2015-07-07    4923.571649
2015-07-08    4689.284012
2015-07-09    4599.315560
2015-07-10    4844.628103
2015-07-11    3715.593013
2015-07-12     131.271902
2015-07-13    7212.540443
2015-07-14    6350.418005
2015-07-15    6115.778991
2015-07-16    6025.828453
2015-07-17    6271.084599
2015-07-18    3717.764638
2015-07-19     133.447196
2015-07-20    5790.393093
2015-07-21    4928.234799
2015-07-22    4693.616983
2015-07-23    4603.665364
2015-07-24    4848.924913
2015-07-25    3719.938362
2015-07-26     135.620699
2015-07-27    7216.902285
2015-07-28    6354.746154
2015-07-29    6120.127059
2015-07-30    6030.175505
2015-07-31    6275.434849
Freq: D, Name: predicted_mean, dtype: float64"
989,990,"{'TAE': 4889.738920715899, 'RMSE': 563.6527811884872, 'MAPE': 0.06618639684316728, 'AIC': np.float64(14873.649319230895), 'BIC': np.float64(15031.833701606036)}","2015-06-20    5356.254730
2015-06-21    -153.374477
2015-06-22    5915.810858
2015-06-23    4628.884865
2015-06-24    4657.778642
2015-06-25    5122.359227
2015-06-26    6018.419805
2015-06-27    5384.419998
2015-06-28    -136.947053
2015-06-29    8250.082101
2015-06-30    6945.737984
2015-07-01    6913.707248
2015-07-02    7386.750649
2015-07-03    8223.286231
2015-07-04    5381.131578
2015-07-05    -139.215574
2015-07-06    5984.735790
2015-07-07    4681.905133
2015-07-08    4655.168120
2015-07-09    5127.476188
2015-07-10    5969.183890
2015-07-11    5380.576164
2015-07-12    -139.859607
2015-07-13    8242.410933
2015-07-14    6939.448771
2015-07-15    6912.251787
2015-07-16    7384.623749
2015-07-17    8225.882046
2015-07-18    5379.783280
2015-07-19    -140.644791
2015-07-20    5983.720049
2015-07-21    4680.769313
2015-07-22    4653.612297
2015-07-23    5125.978706
2015-07-24    5967.276052
2015-07-25    5379.011029
2015-07-26    -141.417710
2015-07-27    8240.816903
2015-07-28    6937.865174
2015-07-29    6910.704685
2015-07-30    7383.071577
2015-07-31    8224.365529
Freq: D, Name: predicted_mean, dtype: float64"
990,991,"{'TAE': 14122.172817176965, 'RMSE': 735.8288033072446, 'MAPE': 0.11342316818037784, 'AIC': np.float64(14617.253158697891), 'BIC': np.float64(14775.437541073032)}","2015-06-20    6988.008622
2015-06-21     274.607668
2015-06-22    5813.876407
2015-06-23    4886.067533
2015-06-24    4680.346190
2015-06-25    4953.253346
2015-06-26    5698.068145
2015-06-27    7020.368995
2015-06-28     291.534803
2015-06-29    7349.633635
2015-06-30    6409.903954
2015-07-01    6244.804380
2015-07-02    6520.486890
2015-07-03    7271.019470
2015-07-04    7025.720955
2015-07-05     296.246451
2015-07-06    5795.646922
2015-07-07    4855.422655
2015-07-08    4692.008446
2015-07-09    4967.806103
2015-07-10    5718.575910
2015-07-11    7029.952358
2015-07-12     300.451287
2015-07-13    7356.896017
2015-07-14    6416.651231
2015-07-15    6253.306945
2015-07-16    6529.109381
2015-07-17    7279.889029
2015-07-18    7034.137269
2015-07-19     304.635097
2015-07-20    5803.966941
2015-07-21    4863.721303
2015-07-22    4700.379919
2015-07-23    4976.182552
2015-07-24    5726.962609
2015-07-25    7038.320252
2015-07-26     308.818034
2015-07-27    7365.259916
2015-07-28    6425.014243
2015-07-29    6261.672979
2015-07-30    6537.475621
2015-07-31    7288.255695
Freq: D, Name: predicted_mean, dtype: float64"
991,992,"{'TAE': 19938.92115157089, 'RMSE': 792.7925623953619, 'MAPE': 0.1473479311083974, 'AIC': np.float64(14371.671604654737), 'BIC': np.float64(14529.855987029878)}","2015-06-20    3105.811732
2015-06-21    -267.254663
2015-06-22    5973.234331
2015-06-23    5173.253463
2015-06-24    4921.049667
2015-06-25    4686.482867
2015-06-26    5029.570183
2015-06-27    3539.263696
2015-06-28    -126.445643
2015-06-29    7671.188457
2015-06-30    6844.953731
2015-07-01    6614.054172
2015-07-02    6388.524603
2015-07-03    6759.599561
2015-07-04    3555.081800
2015-07-05    -122.513849
2015-07-06    5992.081009
2015-07-07    5164.777117
2015-07-08    4934.727877
2015-07-09    4709.559476
2015-07-10    5081.757545
2015-07-11    3553.927341
2015-07-12    -124.145588
2015-07-13    7668.388503
2015-07-14    6841.041680
2015-07-15    6611.026577
2015-07-16    6385.872675
2015-07-17    6758.115835
2015-07-18    3552.091366
2015-07-19    -126.000725
2015-07-20    5988.389354
2015-07-21    5161.040807
2015-07-22    4931.027074
2015-07-23    4705.873755
2015-07-24    5078.118726
2015-07-25    3550.228029
2015-07-26    -127.864831
2015-07-27    7664.661038
2015-07-28    6837.312422
2015-07-29    6607.298744
2015-07-30    6382.145448
2015-07-31    6754.390492
Freq: D, Name: predicted_mean, dtype: float64"
992,993,"{'TAE': 722.0750330330338, 'RMSE': 920.7009365293397, 'MAPE': 0.09971483615598672, 'AIC': np.float64(15143.910828711712), 'BIC': np.float64(15302.095211086853)}","2015-06-20     5518.890918
2015-06-21      -46.868995
2015-06-22     7847.317866
2015-06-23     6521.800020
2015-06-24     5843.564836
2015-06-25     6183.802619
2015-06-26     6361.892581
2015-06-27     5556.071420
2015-06-28      -28.061766
2015-06-29    10884.172285
2015-06-30     9515.186939
2015-07-01     8781.615671
2015-07-02     9109.931722
2015-07-03     9284.846306
2015-07-04     5552.290407
2015-07-05      -30.240908
2015-07-06     7924.920990
2015-07-07     6559.728235
2015-07-08     5830.985168
2015-07-09     6160.341418
2015-07-10     6335.533061
2015-07-11     5552.081802
2015-07-12      -30.589280
2015-07-13    10876.324274
2015-07-14     9510.800606
2015-07-15     8781.636267
2015-07-16     9110.901757
2015-07-17     9286.069226
2015-07-18     5551.561496
2015-07-19      -31.097392
2015-07-20     7924.528733
2015-07-21     6559.033938
2015-07-22     5829.906356
2015-07-23     6159.179764
2015-07-24     6334.349343
2015-07-25     5551.068386
2015-07-26      -31.591566
2015-07-27    10875.281484
2015-07-28     9509.784170
2015-07-29     8780.653381
2015-07-30     9109.926098
2015-07-31     9285.095492
Freq: D, Name: predicted_mean, dtype: float64"
993,994,"{'TAE': 11502.062457736523, 'RMSE': 974.558717511604, 'MAPE': 0.16521082759825995, 'AIC': np.float64(14409.082679885927), 'BIC': np.float64(14567.267062261068)}","2015-06-20    2790.363913
2015-06-21      58.803729
2015-06-22    5056.017555
2015-06-23    4044.197729
2015-06-24    3856.280816
2015-06-25    3762.777658
2015-06-26    4241.715798
2015-06-27    2895.797504
2015-06-28      71.496937
2015-06-29    8096.224822
2015-06-30    6747.803923
2015-07-01    6382.707826
2015-07-02    6169.813440
2015-07-03    6599.899144
2015-07-04    2877.649019
2015-07-05      74.321536
2015-07-06    5433.741491
2015-07-07    4161.444340
2015-07-08    3836.418066
2015-07-09    3650.524514
2015-07-10    4091.658404
2015-07-11    2887.448478
2015-07-12      79.377843
2015-07-13    8022.191172
2015-07-14    6732.678311
2015-07-15    6398.590076
2015-07-16    6206.590171
2015-07-17    6645.225466
2015-07-18    2890.927391
2015-07-19      83.929440
2015-07-20    5461.874720
2015-07-21    4176.255266
2015-07-22    3844.216432
2015-07-23    3653.597504
2015-07-24    4092.797867
2015-07-25    2895.835722
2015-07-26      88.595179
2015-07-27    8027.218927
2015-07-28    6740.718962
2015-07-29    6408.216647
2015-07-30    6217.285405
2015-07-31    6656.357976
Freq: D, Name: predicted_mean, dtype: float64"
994,995,"{'TAE': 6539.440260778123, 'RMSE': 716.1685448338574, 'MAPE': 0.06861779834646328, 'AIC': np.float64(15178.230641986687), 'BIC': np.float64(15336.415024361828)}","2015-06-20     8097.548010
2015-06-21     -144.998840
2015-06-22     9820.921185
2015-06-23     8170.213063
2015-06-24     7720.722001
2015-06-25     7896.782136
2015-06-26     8459.241190
2015-06-27     8150.391472
2015-06-28     -159.513616
2015-06-29    12608.381300
2015-06-30    11052.804435
2015-07-01    10637.774713
2015-07-02    10807.253025
2015-07-03    11349.803733
2015-07-04     8147.497367
2015-07-05     -166.476979
2015-07-06     9699.707342
2015-07-07     8149.877562
2015-07-08     7736.929724
2015-07-09     7906.010414
2015-07-10     8447.358416
2015-07-11     8141.236034
2015-07-12     -172.984144
2015-07-13    12588.885522
2015-07-14    11039.402936
2015-07-15    10626.580870
2015-07-16    10795.637538
2015-07-17    11336.912882
2015-07-18     8134.771280
2015-07-19     -179.463750
2015-07-20     9686.356572
2015-07-21     8136.894961
2015-07-22     7724.080493
2015-07-23     7893.135710
2015-07-24     8434.406664
2015-07-25     8128.294237
2015-07-26     -185.941690
2015-07-27    12575.905986
2015-07-28    11026.445642
2015-07-29    10613.631633
2015-07-30    10782.686762
2015-07-31    11323.957451
Freq: D, Name: predicted_mean, dtype: float64"
995,996,"{'TAE': 19867.457095351303, 'RMSE': 1344.4523997783224, 'MAPE': 0.16771829915485847, 'AIC': np.float64(15125.778614914103), 'BIC': np.float64(15283.962997289244)}","2015-06-20     5269.699245
2015-06-21      497.968574
2015-06-22     7922.327322
2015-06-23     6796.915464
2015-06-24     5826.011663
2015-06-25     6050.287684
2015-06-26     5697.488458
2015-06-27     5130.585497
2015-06-28      442.200684
2015-06-29    11099.536986
2015-06-30     9702.850972
2015-07-01     8648.611462
2015-07-02     8805.829637
2015-07-03     8516.690711
2015-07-04     5174.893443
2015-07-05      475.033279
2015-07-06     8297.879950
2015-07-07     6938.558147
2015-07-08     5895.796954
2015-07-09     6062.251350
2015-07-10     5764.344196
2015-07-11     5193.943776
2015-07-12      495.664167
2015-07-13    11098.116031
2015-07-14     9733.647878
2015-07-15     8689.305722
2015-07-16     8854.487969
2015-07-17     8557.788505
2015-07-18     5216.472961
2015-07-19      517.975654
2015-07-20     8348.381820
2015-07-21     6984.622498
2015-07-22     5940.498095
2015-07-23     6105.855562
2015-07-24     5808.989757
2015-07-25     5238.522987
2015-07-26      540.055665
2015-07-27    11141.466324
2015-07-28     9777.609371
2015-07-29     8733.454976
2015-07-30     8898.788309
2015-07-31     8601.945415
Freq: D, Name: predicted_mean, dtype: float64"
996,997,"{'TAE': 4980.360562637419, 'RMSE': 717.927508161107, 'MAPE': 0.11200755520040705, 'AIC': np.float64(14693.6176868035), 'BIC': np.float64(14851.80206917864)}","2015-06-20    4377.661136
2015-06-21    -292.726085
2015-06-22    4627.930942
2015-06-23    3347.956569
2015-06-24    3043.738426
2015-06-25    3426.512579
2015-06-26    3715.685960
2015-06-27    4434.022028
2015-06-28    -266.013884
2015-06-29    7319.807237
2015-06-30    5882.042085
2015-07-01    5551.166985
2015-07-02    5984.793068
2015-07-03    6225.645972
2015-07-04    4415.192732
2015-07-05    -282.115779
2015-07-06    4716.178594
2015-07-07    3292.929558
2015-07-08    2964.506791
2015-07-09    3393.454700
2015-07-10    3638.752894
2015-07-11    4403.280443
2015-07-12    -294.278979
2015-07-13    7284.399793
2015-07-14    5859.815332
2015-07-15    5531.166960
2015-07-16    5960.545243
2015-07-17    6205.434487
2015-07-18    4390.731816
2015-07-19    -306.804522
2015-07-20    4692.146919
2015-07-21    3267.685312
2015-07-22    2939.057695
2015-07-23    3368.396384
2015-07-24    3613.323251
2015-07-25    4378.241730
2015-07-26    -319.296732
2015-07-27    7259.321592
2015-07-28    5834.848684
2015-07-29    5506.219157
2015-07-30    5935.561489
2015-07-31    6180.484894
Freq: D, Name: predicted_mean, dtype: float64"
997,998,"{'TAE': 1907.6244036899006, 'RMSE': 412.7102976474991, 'MAPE': 0.07482666685683817, 'AIC': np.float64(13846.836491280628), 'BIC': np.float64(14005.020873655769)}","2015-06-20    4179.350816
2015-06-21     358.501967
2015-06-22    4699.813208
2015-06-23    4149.548614
2015-06-24    3957.247606
2015-06-25    3926.800924
2015-06-26    4151.219424
2015-06-27    4142.355924
2015-06-28     334.096344
2015-06-29    5808.180224
2015-06-30    5287.894211
2015-07-01    5052.730619
2015-07-02    5001.793006
2015-07-03    5265.266974
2015-07-04    4148.233518
2015-07-05     339.516714
2015-07-06    4709.730135
2015-07-07    4188.337123
2015-07-08    3954.757523
2015-07-09    3904.577117
2015-07-10    4166.608000
2015-07-11    4152.538318
2015-07-12     343.838410
2015-07-13    5816.856733
2015-07-14    5295.504625
2015-07-15    5061.866497
2015-07-16    5011.658111
2015-07-17    5273.742316
2015-07-18    4156.901235
2015-07-19     348.200702
2015-07-20    4718.453497
2015-07-21    4197.099877
2015-07-22    3963.463912
2015-07-23    3913.256560
2015-07-24    4175.338795
2015-07-25    4161.262005
2015-07-26     352.561495
2015-07-27    5825.578364
2015-07-28    5304.224800
2015-07-29    5070.588755
2015-07-30    5020.381365
2015-07-31    5282.463673
Freq: D, Name: predicted_mean, dtype: float64"
998,999,"{'TAE': 2458.8530881065526, 'RMSE': 1410.3334682649627, 'MAPE': 0.10216444587849399, 'AIC': np.float64(15622.339480246548), 'BIC': np.float64(15780.523862621689)}","2015-06-20     5689.264710
2015-06-21     -201.022695
2015-06-22     8749.554178
2015-06-23     7140.454104
2015-06-24     6515.735605
2015-06-25     7218.070711
2015-06-26     7694.776047
2015-06-27     5752.699826
2015-06-28     -149.633149
2015-06-29    13497.551747
2015-06-30    11708.073226
2015-07-01    10916.340474
2015-07-02    11506.805097
2015-07-03    11964.867345
2015-07-04     5737.172987
2015-07-05     -163.302019
2015-07-06     8996.924249
2015-07-07     7235.276734
2015-07-08     6469.313008
2015-07-09     7077.038396
2015-07-10     7537.977131
2015-07-11     5733.828687
2015-07-12     -166.932990
2015-07-13    13447.904501
2015-07-14    11681.962872
2015-07-15    10912.023182
2015-07-16    11517.085365
2015-07-17    11977.580280
2015-07-18     5728.604714
2015-07-19     -172.112731
2015-07-20     8993.104496
2015-07-21     7227.825417
2015-07-22     6458.499187
2015-07-23     7063.972283
2015-07-24     7524.535676
2015-07-25     5723.670760
2015-07-26     -177.053510
2015-07-27    13437.013914
2015-07-28    11671.632608
2015-07-29    10902.211726
2015-07-30    11507.621421
2015-07-31    11968.174248
Freq: D, Name: predicted_mean, dtype: float64"
999,1000,"{'TAE': 11274.965882025717, 'RMSE': 815.0965139018053, 'MAPE': 0.09784665405921318, 'AIC': np.float64(11669.022277505537), 'BIC': np.float64(11827.206659880678)}","2015-06-20    7614.179575
2015-06-21      42.257498
2015-06-22    7061.547309
2015-06-23    6144.583786
2015-06-24    5964.616059
2015-06-25    6091.692793
2015-06-26    6169.419986
2015-06-27    7570.937676
2015-06-28      27.377912
2015-06-29    9035.455573
2015-06-30    8454.711567
2015-07-01    8201.440301
2015-07-02    8094.553247
2015-07-03    8462.206422
2015-07-04    7576.734562
2015-07-05      29.970597
2015-07-06    6881.380600
2015-07-07    6262.652264
2015-07-08    6017.662450
2015-07-09    5937.207407
2015-07-10    6272.106254
2015-07-11    7576.991331
2015-07-12      30.589359
2015-07-13    9057.633210
2015-07-14    8443.196146
2015-07-15    8197.270736
2015-07-16    8113.829542
2015-07-17    8452.428803
2015-07-18    7577.873993
2015-07-19      31.431125
2015-07-20    6880.698427
2015-07-21    6265.776557
2015-07-22    6019.956846
2015-07-23    5936.853012
2015-07-24    6275.034219
2015-07-25    7578.685945
2015-07-26      32.247697
2015-07-27    9059.533619
2015-07-28    8444.666520
2015-07-29    8198.834868
2015-07-30    8115.692921
2015-07-31    8453.921357
Freq: D, Name: predicted_mean, dtype: float64"
1000,1001,"{'TAE': 2438.924039241363, 'RMSE': 789.8839613400963, 'MAPE': 0.10524809584979379, 'AIC': np.float64(14754.444218767712), 'BIC': np.float64(14912.628601142853)}","2015-06-20    3409.948306
2015-06-21     -31.831975
2015-06-22    6011.963326
2015-06-23    5323.646781
2015-06-24    4418.741926
2015-06-25    4914.608933
2015-06-26    4433.657940
2015-06-27    3686.548695
2015-06-28      77.404784
2015-06-29    8577.008118
2015-06-30    7845.052024
2015-07-01    6917.917896
2015-07-02    7392.838578
2015-07-03    6883.957585
2015-07-04    3679.881254
2015-07-05      78.244502
2015-07-06    6093.442319
2015-07-07    5363.459973
2015-07-08    4437.333505
2015-07-09    4913.206567
2015-07-10    4405.597139
2015-07-11    3685.938742
2015-07-12      83.959987
2015-07-13    8584.825670
2015-07-14    7854.753416
2015-07-15    6928.581049
2015-07-16    7404.410731
2015-07-17    6896.743386
2015-07-18    3691.416532
2015-07-19      89.453355
2015-07-20    6104.593650
2015-07-21    5374.525491
2015-07-22    4448.355215
2015-07-23    4924.186873
2015-07-24    4416.522165
2015-07-25    3696.920727
2015-07-26      94.956839
2015-07-27    8595.825143
2015-07-28    7865.756797
2015-07-29    6939.586426
2015-07-30    7415.417994
2015-07-31    6907.753166
Freq: D, Name: predicted_mean, dtype: float64"
1001,1002,"{'TAE': 2435.5225965071586, 'RMSE': 783.0795050469535, 'MAPE': 0.10225417065564339, 'AIC': np.float64(14584.742873675963), 'BIC': np.float64(14742.927256051104)}","2015-06-20    6943.949754
2015-06-21     161.172694
2015-06-22    6606.154585
2015-06-23    5695.668571
2015-06-24    5343.295917
2015-06-25    5558.159626
2015-06-26    5478.095836
2015-06-27    6961.465140
2015-06-28     170.319754
2015-06-29    8373.129729
2015-06-30    7495.029852
2015-07-01    7159.440079
2015-07-02    7334.449124
2015-07-03    7275.838766
2015-07-04    6970.609254
2015-07-05     179.219052
2015-07-06    6591.180504
2015-07-07    5714.063434
2015-07-08    5378.982790
2015-07-09    5552.784187
2015-07-10    5494.824074
2015-07-11    6979.513961
2015-07-12     188.116351
2015-07-13    8389.928997
2015-07-14    7512.841713
2015-07-15    7177.776500
2015-07-16    7351.541298
2015-07-17    7293.600892
2015-07-18    6988.411431
2015-07-19     197.013597
2015-07-20    6608.944828
2015-07-21    5731.858447
2015-07-22    5396.793701
2015-07-23    5570.557390
2015-07-24    5512.617581
2015-07-25    6997.308681
2015-07-26     205.910840
2015-07-27    8407.722570
2015-07-28    7530.636217
2015-07-29    7195.571485
2015-07-30    7369.335140
2015-07-31    7311.395350
Freq: D, Name: predicted_mean, dtype: float64"
1002,1003,"{'TAE': 16802.523535948683, 'RMSE': 1513.8289302503722, 'MAPE': 0.1938447190176413, 'AIC': np.float64(15413.872011636959), 'BIC': np.float64(15572.0563940121)}","2015-06-20     4339.969849
2015-06-21     -213.613242
2015-06-22     6889.377141
2015-06-23     5800.521590
2015-06-24     4741.506279
2015-06-25     4879.322272
2015-06-26     5836.640904
2015-06-27     4859.533810
2015-06-28      -97.511812
2015-06-29    11039.501671
2015-06-30     9885.811433
2015-07-01     8631.828413
2015-07-02     8766.495352
2015-07-03     9579.405816
2015-07-04     4805.849437
2015-07-05     -113.194122
2015-07-06     7028.145054
2015-07-07     5880.562341
2015-07-08     4644.946350
2015-07-09     4779.909936
2015-07-10     5606.424484
2015-07-11     4806.160243
2015-07-12     -116.463330
2015-07-13    11016.936135
2015-07-14     9868.778058
2015-07-15     8631.431787
2015-07-16     8766.367427
2015-07-17     9591.600391
2015-07-18     4801.384390
2015-07-19     -120.901925
2015-07-20     7020.777711
2015-07-21     5872.673837
2015-07-22     4635.490568
2015-07-23     4770.428841
2015-07-24     5595.782538
2015-07-25     4797.087730
2015-07-26     -125.230357
2015-07-27    11008.137034
2015-07-28     9860.028054
2015-07-29     8622.829429
2015-07-30     8757.767454
2015-07-31     9583.109777
Freq: D, Name: predicted_mean, dtype: float64"
1003,1004,"{'TAE': 8954.979723331286, 'RMSE': 749.4679497239288, 'MAPE': 0.12466824430321306, 'AIC': np.float64(11580.776633124484), 'BIC': np.float64(11738.961015499624)}","2015-06-20    5738.083553
2015-06-21     808.093155
2015-06-22    5029.535170
2015-06-23    4192.002445
2015-06-24    4754.060136
2015-06-25    4532.738284
2015-06-26    4885.373687
2015-06-27    5693.948247
2015-06-28     674.744970
2015-06-29    7612.807398
2015-06-30    6591.758222
2015-07-01    6633.316462
2015-07-02    6517.608966
2015-07-03    6988.734734
2015-07-04    5708.357413
2015-07-05     704.668395
2015-07-06    5449.415496
2015-07-07    4460.280119
2015-07-08    4592.354031
2015-07-09    4458.280032
2015-07-10    4908.800140
2015-07-11    5712.585604
2015-07-12     706.198632
2015-07-13    7553.257484
2015-07-14    6558.572247
2015-07-15    6674.905342
2015-07-16    6544.025306
2015-07-17    6998.128771
2015-07-18    5718.584281
2015-07-19     712.666488
2015-07-20    5473.239253
2015-07-21    4479.519146
2015-07-22    4598.589593
2015-07-23    4467.154122
2015-07-24    4920.634435
2015-07-25    5724.275069
2015-07-26     718.275684
2015-07-27    7562.582429
2015-07-28    6568.694484
2015-07-29    6687.288901
2015-07-30    6555.950022
2015-07-31    7009.538702
Freq: D, Name: predicted_mean, dtype: float64"
1004,1005,"{'TAE': 5859.2334901119175, 'RMSE': 668.4345893005906, 'MAPE': 0.09090089385770857, 'AIC': np.float64(14535.674994758858), 'BIC': np.float64(14693.859377133998)}","2015-06-20    5441.752399
2015-06-21      93.926829
2015-06-22    6468.936743
2015-06-23    5956.712195
2015-06-24    5133.407830
2015-06-25    5431.918371
2015-06-26    5538.650466
2015-06-27    5479.217385
2015-06-28      85.999213
2015-06-29    8022.343596
2015-06-30    7388.794206
2015-07-01    6616.467381
2015-07-02    6771.372728
2015-07-03    6900.635969
2015-07-04    5476.361244
2015-07-05      87.490232
2015-07-06    6589.702881
2015-07-07    5967.772534
2015-07-08    5190.563690
2015-07-09    5359.221825
2015-07-10    5486.327303
2015-07-11    5477.366578
2015-07-12      88.079247
2015-07-13    8012.241673
2015-07-14    7389.198593
2015-07-15    6612.457290
2015-07-16    6779.798347
2015-07-17    6907.110470
2015-07-18    5478.002106
2015-07-19      88.754645
2015-07-20    6592.133937
2015-07-21    5969.197420
2015-07-22    5192.411342
2015-07-23    5359.878533
2015-07-24    5487.170866
2015-07-25    5478.673049
2015-07-26      89.421770
2015-07-27    8013.472470
2015-07-28    7390.525748
2015-07-29    6613.743958
2015-07-30    6781.199069
2015-07-31    6908.493297
Freq: D, Name: predicted_mean, dtype: float64"
1005,1006,"{'TAE': 12093.650893195008, 'RMSE': 922.7501381496486, 'MAPE': 0.11123272951133822, 'AIC': np.float64(14880.867513355237), 'BIC': np.float64(15039.051895730378)}","2015-06-20    6209.006913
2015-06-21    -360.136617
2015-06-22    6588.787001
2015-06-23    5567.734035
2015-06-24    4963.834812
2015-06-25    5178.743498
2015-06-26    5290.185341
2015-06-27    6303.929356
2015-06-28    -354.042229
2015-06-29    8561.637012
2015-06-30    7556.057742
2015-07-01    6975.218696
2015-07-02    7200.413115
2015-07-03    7290.595201
2015-07-04    6290.505219
2015-07-05    -370.010252
2015-07-06    6535.310191
2015-07-07    5530.166030
2015-07-08    4949.979009
2015-07-09    5175.464375
2015-07-10    5265.044287
2015-07-11    6273.970472
2015-07-12    -386.617052
2015-07-13    8527.818006
2015-07-14    7522.686166
2015-07-15    6942.517609
2015-07-16    7168.011215
2015-07-17    7257.574073
2015-07-18    6257.347616
2015-07-19    -403.241948
2015-07-20    6502.043256
2015-07-21    5496.911764
2015-07-22    4916.743731
2015-07-23    5142.237570
2015-07-24    5231.799945
2015-07-25    6240.722266
2015-07-26    -419.867357
2015-07-27    8494.566703
2015-07-28    7489.435222
2015-07-29    6909.267203
2015-07-30    7134.761048
2015-07-31    7224.323410
Freq: D, Name: predicted_mean, dtype: float64"
1006,1007,"{'TAE': 18359.655101938813, 'RMSE': 1024.9284598602087, 'MAPE': 0.10226488688397879, 'AIC': np.float64(15098.949027399764), 'BIC': np.float64(15257.133409774904)}","2015-06-20    7646.556066
2015-06-21    -424.367290
2015-06-22    6261.534183
2015-06-23    5080.483563
2015-06-24    4921.830047
2015-06-25    4979.875420
2015-06-26    5776.526444
2015-06-27    7631.940973
2015-06-28    -443.323971
2015-06-29    8812.651647
2015-06-30    7638.859729
2015-07-01    7477.714692
2015-07-02    7540.471798
2015-07-03    8334.159583
2015-07-04    7615.440524
2015-07-05    -459.850444
2015-07-06    6221.932936
2015-07-07    5048.184528
2015-07-08    4887.024557
2015-07-09    4949.809906
2015-07-10    5743.479928
2015-07-11    7598.928774
2015-07-12    -476.362351
2015-07-13    8779.588583
2015-07-14    7605.840435
2015-07-15    7444.680374
2015-07-16    7507.465893
2015-07-17    8301.135809
2015-07-18    7582.416956
2015-07-19    -492.874170
2015-07-20    6188.909063
2015-07-21    5015.160917
2015-07-22    4854.000856
2015-07-23    4916.786376
2015-07-24    5710.456291
2015-07-25    7565.905137
2015-07-26    -509.385988
2015-07-27    8746.564945
2015-07-28    7572.816799
2015-07-29    7411.656737
2015-07-30    7474.442257
2015-07-31    8268.112172
Freq: D, Name: predicted_mean, dtype: float64"
